Carbohydrate:,Fat,saturates,Salt (g),Protein g,Energy (kcal),Energy kg/kcal,Dietary fibre,Of which saturates,Carbohydrates:,Energy kcal,Carbohydrates,(kcal),Protein:,Carbohydrate g,Energy kJ,monounsaturates,Saturates,Energy value,Energy:,kcal,Proteins,Total Omega  3,reviews,Fiber,name,starch,Fibre (g),Protein,Protein (g),item_code,Energy  kJ,Mono unsaturates,and EPA,Energy (kJ),Trans Fat,price,Carbohydrate,Of which Sugars,Fibre,Carbohydrates (g),polyunsaturates,Country of Origin,sugars,unit,Energy,Total fat,Fibre g,Fat:,Polyunsaturates,Monounsaturates,rating,Polyols,Fat (g),Of which Saturates,Salt,Sodium,mono unsaturates,url,Energy kJ/kcal,Sugars,Starch,Of which sugars,Fat g,Salt g,Total Sugars,Salt:,Fats
,4.0g,,,,,,,,,134kcal,,,,,,,1.3g,,,,,,8,,"Sainsbury's British Breaded Wiltshire Cured Ham, Taste the Difference 120g",,,23.2g,,6402213,,1.7g,,,,£2.70/unit,1.2g,,<0.5g,,,Produced in United Kingdom. Produced using British Pork,,unit,564kJ,,,,0.6g,,3.0,,,,2.50g,,,https://www.sainsburys.co.uk/shop/gb/groceries/top-sellers-276035-44/sainsburys-breaded-wiltshire-cured-ham--taste-the-difference-120g,,,1.2g,,,,<0.5g,,
,1.7g,,,,,,,,,115kcal,,,,,,,0.5g,,,,,,9,,"Sainsbury's Cooked Chicken Slices Butter Roast, Taste the Difference 120g",,,24.3g,,7554737,,,,,,£2.70/unit,0.7g,,0g,,,Produced in United Kingdom; Produced from British Chicken,,unit,486kJ,,,,0.4g,0.7g,3.4444,,,,0.96g,,,https://www.sainsburys.co.uk/shop/gb/groceries/top-sellers-276035-44/sainsburys-butter-roast-chicken--taste-the-difference-120g,,0.7g,0g,,,,,,
,14.0g,,,,,,,,,228kcal,,,,,,,6.0g,,,,,,15,,Sainsbury's Corned Beef 200g,,,25.0g,,7133500,,,,,,£2.50/unit,<0.5g,,0g,,,Packed in United Kingdom; Produced using Argentinian or Brazilian beef,,unit,950kJ,,,,,,2.8,,,,1.90g,,,https://www.sainsburys.co.uk/shop/gb/groceries/top-sellers-276035-44/sainsburys-corned-beef-200g,,<0.5g,,,,,,,
,32.9g,,,,,,,,,425kcal,,,,,,,14.9g,,,,,,26,,"Sainsbury's Smoked Streaky Bacon, Taste the Difference 220g",,,31.0g,,7474626,,14.3g,,,,£3.00/unit,1.0g,,0.6g,,,Produced in United Kingdom. Produced using Freedom Foods Outdoor Bred British Pork,,unit,1766kJ,,,,2.5g,,4.0769,<0.5g,,,4.95g,,,https://www.sainsburys.co.uk/shop/gb/groceries/top-sellers-276035-44/sainsburys-ultimate-smoked-streaky-bacon--taste-the-difference-220g,,,0.6g,,,,<0.5g,,
,2.4g,,,,,,,,,120kcal,,,,,,,1.1g,,,,,,7,,Sainsbury's British Roast Beef Slices 85g,,,24.4g,,7103183,,,,,,£1.75/unit,<0.5g,,0g,,,Produced in United Kingdom; Produced from British Beef,,unit,505kJ,,,,,,4.4286,,,,0.90g,,,https://www.sainsburys.co.uk/shop/gb/groceries/top-sellers-276035-44/sainsburys-roast-beef-slices-85g,,<0.5g,,,,,,,
,4.8g,,,,,,,,,187kcal,,,,,,,1.8g,,,,,,14,,"Sainsbury's Smoked Bacon Medallions, Be Good To Yourself 200g",,,34.6g,,1197037,,,,,,£1.75/unit,1.0g,,0.6g,,,Packed in United Kingdom,,unit,788kJ,,,,0.4g,2.4g,3.7143,,,,3.43g,,,https://www.sainsburys.co.uk/shop/gb/groceries/top-sellers-276035-44/sainsburys-smoked-bacon-medallions--be-good-to-yourself-200g,,0.7g,,,,,,,
,9.8g,,,,,,,,,194kcal,,,,,,,2.1g,,,,,,29,,Sainsbury's Sea Bass Fillets 180g,,,25.9g,,7573402,,,,,,£4.00/unit,<0.5g,,0.7g,,,Packed in United Kingdom; Farmed in Greece,,unit,810kJ,,,,3.5g,3.8g,4.4138,,,,0.25g,,,https://www.sainsburys.co.uk/shop/gb/groceries/top-sellers-276035-44/sainsburys-sea-bass-fillets-180g,,<0.5g,,,,,,,
,25.0g,,,,,,,,,2.0g,,,,,,,,,,,,,8,,Herta Frankfurter Hot Dogs x10 350g,,,12.5g,,2319131,,,,,,£2.00/unit,2.0g,,1.2g,,,,,unit,1181 kJ,,,,,,4.875,,,,1.60g,,,https://www.sainsburys.co.uk/shop/gb/groceries/top-sellers-276035-44/herta-frankfurters-x10-350g,,,,,,,,,
,4.4g,,,,,,,,,133kcal,,,,,,,1.4g,,,,,,12,,"Sainsbury's British Wiltshire Cured Ham, Taste the Difference 120g",,,23.3g,,6402200,,1.8g,,,,£2.50/unit,<0.5g,,<0.5g,,,Produced in United Kingdom. Produced using British Pork,,unit,559kJ,,,,0.7g,,2.9167,,,,2.50g,,,https://www.sainsburys.co.uk/shop/gb/groceries/top-sellers-276035-44/sainsburys-wiltshire-cured-ham--taste-the-difference-120g,,,<0.5g,,,,<0.5g,,
,17.4g,,,,,,,,,250kcal,,,,,,,7.9g,,,,,,43,,"Sainsbury's British Beef Burgers, Taste the Difference x2 340g",,,21.6g,,7517603,,,,,,£2.25/unit,1.8g,,<0.5g,,,Packed in United Kingdom; Produced using British Beef,,unit,1042kJ,,,,0.3g,8.3g,3.093,,,,0.97g,,,https://www.sainsburys.co.uk/shop/gb/groceries/top-sellers-276035-44/sainsburys-british-ultimate-steak-burgers--taste-the-difference-x2-340g,,<0.5g,,,,,,,
,28.4g,,,,,,,,,351kcal,,,,,,,9.5g,,,,,,15,,Sainsbury's Italian Cubetti Di Pancetta 206g,,,23.2g,,6615163,,,,,,£2.50/unit,<0.5g,,1.0g,,,"Produced in Italy; Packed in Italy; Produced using Dutch, Italian",,unit,1455kJ,,,,4.6g,12.8g,2.8,,,,5.43g,,,https://www.sainsburys.co.uk/shop/gb/groceries/top-sellers-276035-44/sainsburys-italian-cubetti-di-pancetta-206g,,<0.5g,,,,,,,
,1.3g,,,,,,,,,110kcal,,,,,,,0.4g,,,,,,11,,Sainsbury's British Roast Chicken Breast Slices x7 135g,,,24.5g,,7103990,,,,,,£1.75/unit,<0.5g,,<0.5g,,,Produced in United Kingdom; Produced from British Chicken,,unit,468kJ,,,,0.4g,0.4g,2.6364,,,,1.35g,,,https://www.sainsburys.co.uk/shop/gb/groceries/top-sellers-276035-44/sainsburys-roast-chicken-135g,,<0.5g,<0.5g,,,,,,
,2.8g,,,,,,,,,114kcal,,,,,,,0.9g,,,,,,4,,Sainsbury's Honey Roast British Ham Slices x10 115g,,,18.5g,,7135667,,,,,,£0.80/unit,3.6g,,0g,,,Produced in United Kingdom; Produced from British pork,,unit,479kJ,,,,,,3.0,,,,1.63g,,,https://www.sainsburys.co.uk/shop/gb/groceries/top-sellers-276035-44/sainsburys-british-honey-roast-ham-125g,,3.6g,,,,,,,
,20.0g,,,,,,,,,269kcal,,,,,,,10.2g,,,,,,9,,Sainsbury's Lamb Mince 20% Fat 500g,,,21.5g,,1308693,,,,,,£4.00/unit,<0.5g,,<0.5g,,,"Produce of United Kingdom; Produced in New Zealand, United Kingdom; Produced using British Lamb, New Zealand Lamb",,unit,1118kJ,,,,0.4g,7.0g,3.6667,,,,0.28g,,,https://www.sainsburys.co.uk/shop/gb/groceries/top-sellers-276035-44/sainsburys-lamb-mince-500g,,<0.5g,,,,,,,
,13.8g,,,,,,,,,233kcal,,,,,,,5.4g,,,,,,13,,Sainsbury's Thick Unsmoked Bacon Rasher x6 300g,,,25.8g,,7640075,,,,,,£2.00/unit,1.0g,,0.6g,,,Packed in United Kingdom,,unit,971kJ,,,,2.3g,5.5g,3.3846,,,,3.85g,,,https://www.sainsburys.co.uk/shop/gb/groceries/top-sellers-276035-44/sainsburys-thick-unsmoked-bacon-rasher-x6-300g,,<0.5g,,,,,,,
,31.8g,,,,,,,,,398kcal,,,,,,,12.0g,,,,,,7,,Sainsbury's Italian Milano Salami Slices 86g,,,26.9g,,6844353,,,,,,£1.25/unit,1.0g,,0g,,,Produced in Italy; Packed in Italy; Produced using Italian pork,,unit,1651kJ,,,,3.2g,15.3g,3.8571,,,,3.80g,,,https://www.sainsburys.co.uk/shop/gb/groceries/top-sellers-276035-44/sainsburys-italian-milano-salami-slices-86g,,<0.5g,,,,,,,
,4.7g,,,,,,,,,168kcal,,,,,,,2.1g,,,,,,28,,Sainsbury's Beef Mince 5% Fat 500g,,,31.0g,,7542971,,,,,,£3.50/unit,<0.5g,,<0.5g,,,Produced in United Kingdom; Produced using British or Irish beef,,unit,707kJ,,,,<0.1g,2.3g,4.1429,,,,0.23g,,,https://www.sainsburys.co.uk/shop/gb/groceries/mince/sainsburys-beef-mince-5-fat-500g,,<0.5g,<0.5g,,,,,,
,20.0g,,,,,,,,,269kcal,,,,,,,10.2g,,,,,,9,,Sainsbury's Lamb Mince 20% Fat 500g,,,21.5g,,1308693,,,,,,£4.00/unit,<0.5g,,<0.5g,,,"Produce of United Kingdom; Produced in New Zealand, United Kingdom; Produced using British Lamb, New Zealand Lamb",,unit,1118kJ,,,,0.4g,7.0g,3.6667,,,,0.28g,,,https://www.sainsburys.co.uk/shop/gb/groceries/mince/sainsburys-lamb-mince-500g,,<0.5g,,,,,,,
,2.6g,,,,,,,,,133kcal,,,,,,,0.9g,,,,,,5,,Sainsbury's British Pork Mince 5% Fat 500g,,,27.0g,,1011302,,,,,,£2.25/unit,0g,,0.8g,,,Packed in United Kingdom; Produced using British pork,,unit,563kJ,,,,0.4g,1.2g,5.0,,,,0.19g,,,https://www.sainsburys.co.uk/shop/gb/groceries/mince/sainsburys-extra-lean-british-pork-mince--be-good-to-yourself-500g,,<0.5g,,,,,,,
,14.9g,,,,,,,,,242kcal,,,,,,,5.1g,,,,,,3,,Sainsbury's British Pork Mince 10% Fat 500g,,,26.0g,,7586458,,,,,,£2.10/unit,0.6g,,0.8g,,,Packed in United Kingdom; Produced from British pork,,unit,1010kJ,,,,3.0g,6.1g,4.3333,,,,0.20g,,,https://www.sainsburys.co.uk/shop/gb/groceries/mince/sainsburys-british-lean-pork-mince-500g,,<0.5g,,,,,,,
,20.0g,,,,,,,,,269kcal,,,,,,,10.2g,,,,,,4,,Sainsbury's Lamb Mince 20% Fat 250g,,,21.5g,,6857778,,,,,,£2.45/unit,<0.5g,,<0.5g,,,"Produced in United Kingdom; Produced using British Lamb, New Zealand Lamb",,unit,1118kJ,,,,0.4g,7.0g,2.75,,,,0.28g,,,https://www.sainsburys.co.uk/shop/gb/groceries/mince/sainsburys-lamb-mince-250g,,<0.5g,,,,,,,
,4.7g,,,,,,,,,166kcal,,,,,,,2.1g,,,,,,12,,"Sainsbury's Beef Mince 5% Fat, SO Organic 400g",,,31.0g,,7917202,,,,,,£3.80/unit,<0.5g,,<0.5g,,,Packed in United Kingdom; Produced in United Kingdom; Produced using British Beef,,unit,701kJ,,,,<0.1g,2.3g,2.75,,,,0.23g,,,https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1222260&urlRequestType=Base&categoryId=275324&catalogId=10162&langId=44,,<0.5g,0g,,,,,,
,11.8g,,,,,,,,,206kcal,,,,,,,5.4g,,,,,,0,,"Sainsbury's Beef Mince 12% Fat, SO Organic 400g",,,25.0g,,7917121,,,,,,£3.00/unit,<0.5g,,<0.5g,,,Produced in United Kingdom; Packed in United Kingdom; Produced using British Beef,,unit,861kJ,,,,0.2g,5.5g,0.0,,,,0.18g,,,https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1222244&urlRequestType=Base&categoryId=275324&catalogId=10162&langId=44,,<0.5g,,,,,,,
,18.9g,,,,,,,,,265kcal,,,,,,,6.5g,,,,,,2,,Sainsbury's British Pork Mince 20% Fat 500g,,,22.5g,,7916164,,,,,,£1.75/unit,1.0g,,0.6g,,,Packed in United Kingdom; Produced from British Pork,,unit,1104kJ,,,,3.5g,8.0g,3.0,,,,0.50g,,,https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1219376&urlRequestType=Base&categoryId=275324&catalogId=10162&langId=44,,<0.5g,,,,,,,
,20.0g,,,,,,,,,269kcal,,,,,,,10.2g,,,,,,0,,"Sainsbury's Lamb Mince, SO Organic 400g",,,21.5g,,7916570,,,,,,£4.80/unit,<0.5g,,<0.5g,,,Produced in United Kingdom; Produced using British Lamb,,unit,1118kJ,,,,0.4g,7.0g,0.0,,,,0.28g,,,https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1219804&urlRequestType=Base&categoryId=275324&catalogId=10162&langId=44,,<0.5g,,,,,,,
,11.8g,,,,,,,,,0.0g,,,,,,,,,,,,,0,,Tariq Halal Beef Mince 450g,,,19.5g,,7912011,,,,,,£3.50/unit,0.0g,,0.0g,,,,,unit,475kJ / 113kcal,,,,,,0.0,,,,0.4g,,,https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1209644&urlRequestType=Base&categoryId=275324&catalogId=10123&langId=44,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,0,,Tariq Halal Lamb Mince 450g,,,,,7911978,,,,,,£5.50/unit,,,,,,,,unit,,,,,,,0.0,,,,,,,https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1209628&urlRequestType=Base&categoryId=275324&catalogId=10123&langId=44,,,,,,,,,
,1.2g,,,,,,,,,136kcal,,,,,,,0.4g,,,,,,6,,Sainsbury's Turkey Breast Mince 2% Fat 500g,,,31.0g,,7339270,,,,,,£3.75/unit,0g,,<0.5g,,,Produced in United Kingdom; Produced using British turkey,,unit,575kJ,,,,0.4g,0.4g,4.8333,,,,0.20g,,,https://www.sainsburys.co.uk/shop/gb/groceries/turkey-44/sainsburys-turkey-breast-mince-500g,,0g,,,,,,,
,6.1g,,,,,,,,,151kcal,,,,,,,1.6g,,,,,,10,,Sainsbury's British Turkey Thigh Mince 7% Fat 500g,,,23.5g,,1353785,,,,,,£3.15/unit,<0.5g,,<0.5g,,,Produced in United Kingdom; Packed in United Kingdom; Produced using Produced and packed in the UK using British turkey,,unit,634kJ,,,,1.2g,2.6g,3.6,,,,0.33g,,,https://www.sainsburys.co.uk/shop/gb/groceries/turkey-44/sainsburys-turkey-thigh-mince-500g,,<0.5g,,,,,,,
,10.8g,,,,,,,,,213kcal,,,,,,,3.1g,,,,,,15,,Sainsbury's Turkey Meatballs 400g,,,22.8g,,7689724,,,,,,£2.65/unit,6.0g,,<0.5g,,,Produced in United Kingdom; Packed in United Kingdom; Produced using Produced and packed in the UK using British turkey,,unit,893kJ,,,,2.4g,4.7g,3.8667,,,,0.25g,,,https://www.sainsburys.co.uk/shop/gb/groceries/turkey-44/sainsburys-turkey-meatballs-400g,,<0.5g,,,,,,,
,4.6g,,,,,,,,,134kcal,,,,,,,1.4g,,,,,,6,,Sainsbury's British Turkey Thigh Mince 5% Fat 750g,,,22.9g,,7516544,,,,,,£4.20/unit,<0.5g,,0g,,,Produced in United Kingdom; Produced using British Turkey,,unit,565kJ,,,,1.6g,1.3g,3.8333,,,,0.37g,,,https://www.sainsburys.co.uk/shop/gb/groceries/turkey-44/sainsburys-turkey-thigh-mince-800g,,<0.5g,,,,,,,
,1.2g,,,,,,,,,136kcal,,,,,,,0.4g,,,,,,3,,Sainsbury's Turkey Breast Mince 2% Fat 250g,,,31.0g,,7689730,,,,,,£2.15/unit,0g,,<0.5g,,,Produced in United Kingdom; Produced using British Turkey,,unit,575kJ,,,,0.4g,0.4g,4.6667,,,,0.20g,,,https://www.sainsburys.co.uk/shop/gb/groceries/turkey-44/sainsburys-turkey-breast-mince-250g,,0g,,,,,,,
,6.0g,1.8g,,,,,,,,175,,,,,734,2.7g,,,,,,,22,,Sainsbury's Turkey Sausages x8 454g,,,20.2g,,7839772,,,,,,£2.65/unit,9.7g,,<0.5g,,1.3g,,1.0g,unit,,,,,,,3.8182,,,,1.22g,,,https://www.sainsburys.co.uk/shop/gb/groceries/turkey-44/sainsburys-turkey-sausages-x8-454g,,,,,,,,,
,2.5g,,,,,,,,,160kcal,,,,,,,0.5g,,,,,,1,,Sainsbury's Quick Cook Turkey Steaks x4 400g,,,34.0g,,7858147,,,,,,£3.50/unit,<0.5g,,<0.5g,,,Produced in United Kingdom; Packed in United Kingdom; Produced using British turkey.,,unit,677kJ,,,,0.6g,1.4g,5.0,,,,0.25g,,,https://www.sainsburys.co.uk/shop/gb/groceries/turkey-44/sainsburys-quick-cook-turkey-steaks-x4-400g,,<0.5g,0g,,,,,,
,9.5g,,,,,,,,,192kcal,,,,,,,2.8g,,,,,,23,,Sainsbury's British Turkey Thigh Joint 750g,,,25.8g,,6609048,,,,,,£2.90/unit,<0.5g,,0.8g,,,Produced in United Kingdom; Produced using British Turkey,,unit,802kJ,,,,3.5g,2.7g,3.8261,,,,0.23g,,,https://www.sainsburys.co.uk/shop/gb/groceries/turkey-44/sainsburys-seasoned-turkey-thigh-750g,,<0.5g,,,,,,,
,6.7g,,,,,,,,,176kcal,,,,,,,2.0g,,,,,,6,,Sainsbury's Turkey Burgers 454g,,,24.6g,,7858132,,,,,,£3.25/unit,4.1g,,<0.5g,,,Produced in United Kingdom; Produced using British turkey,,unit,739kJ,,,,1.5g,2.9g,4.5,,,,0.79g,,,https://www.sainsburys.co.uk/shop/gb/groceries/turkey-44/sainsburys-turkey-burgers-454g,,<0.5g,,,,,,,
,1.9g,,,,,,,,,142kcal,,,,,,,0.5g,,,,,,0,,Sainsbury's British Turkey Breast Steaks x4 460g,,,31.3g,,7916576,,,,,,£3.80/unit,0g,,0g,,,Produced in United Kingdom; Produced using British Turkey,,unit,602kJ,,,,0.6g,0.7g,0.0,,,,0.26g,,,https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1219806&urlRequestType=Base&categoryId=369361&catalogId=10256&langId=44,,0g,0g,,,,,,
,2.2g,,,,,,,,,155kcal,,,,,,,0.5g,,,,,,0,,Sainsbury's Turkey Breast Mini Fillets 400g,,,33.5g,,7916559,,,,,,£3.30/unit,<0.5g,,<0.5g,,,Produced in United Kingdom; Packed in United Kingdom; Produced using Produced and packed in the UK using British turkey.,,unit,657kJ,,,,,,0.0,,,,0.22g,,,https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1219796&urlRequestType=Base&categoryId=369361&catalogId=10256&langId=44,,<0.5g,,,,,,,
,1.2g,,,,,,,,,136kcal,,,,,,,0.4g,,,,,,2,,Sainsbury's Turkey Breast Mince 750g,,,31.0g,,7830230,,,,,,£4.85/unit,0g,,<0.5g,,,Produced in United Kingdom; Produced using British Turkey,,unit,575kJ,,,,0.4g,0.4g,3.0,,,,0.20g,,,https://www.sainsburys.co.uk/shop/gb/groceries/turkey-44/sainsburys-turkey-breast-mince-750g,,0g,,,,,,,
,2.4g,,,,,,,,,149kcal,,,,,,,0.6g,,,,,,0,,Sainsbury's Diced Turkey Breast 300g,,,31.8g,,7916568,,,,,,£2.50/unit,0g,,0g,,,Produced in United Kingdom; Produced using British Turkey,,unit,629kJ,,,,1.1g,0.6g,0.0,,,,0.26g,,,https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1219802&urlRequestType=Base&categoryId=369361&catalogId=10256&langId=44,,0g,0g,,,,,,
,,,,,,,,,1.6g,0.4g,,,23.0g,,,,,,466kj / 110kCal,,,,2,,Gilbert's Roast Turkey Breast 142g,,,,,6650279,,,,,,£2.00/unit,,,,,,,,unit,,,,1.3g,,,3.0,,,,,,,https://www.sainsburys.co.uk/shop/gb/groceries/turkey-44/gilberts-roast-turkey-breast-142g,,,,,,,,1.7g,
,0.8g,,,,,,,,,131kcal,,,,,,,0.3g,,,,,,5,,Sainsbury's British Fresh Turkey Breast Fillet Portions 260g,,,29.4g,,7264791,,,,,,£2.30/unit,1.2g,,,,,Produced in United Kingdom; Produced using British Turkey,,unit,557kJ,,,,,,2.8,,,,0.27g,,,https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1253172&urlRequestType=Base&categoryId=369361&catalogId=10256&langId=44,,<0.5g,,,,,,,
,6.1g,,,,,,,,,174kcal,,,,,,,2.0g,,,,,,0,,"Sainsbury's Roast in the Bag Bronze Turkey Crown with Stuffing and Bacon Lattice, Taste the Difference 1.4kg (Serves 4 to 6)",,,29.0g,,7668972,,,,,,£8.75/unit,0.7g,,<0.5g,,,Produced in United Kingdom; Produced using British Turkey and British Pork,,unit,733kJ,,,,1.5g,2.3g,0.0,,,,0.51g,,,https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1187672&urlRequestType=Base&categoryId=369361&catalogId=10256&langId=44,,<0.5g,<0.5g,,,,,,
,13g,,,,,,,,,<0.5g,,,,,,,,,,,,,18,,Gressingham Spatchcock Poussin With Salt & Pepper 450g (serves 2),,,23g,,7268264,,,,,,£3.50/unit,<0.5g,,<0.5g,,,,,unit,884kJ/212kcal,,,,,,4.7222,,,,0.58g,,,https://www.sainsburys.co.uk/shop/gb/groceries/duck--game---venison/gressingham-foods-spatchcock-poussin-with-salt---pepper-450g,,,,,,,,,
,14.9g,,,,,,,,,244kcal,,,,,,,4.8g,,,,,,10,,Sainsbury's Duck Legs 440g,,,24.3g,,7511423,,,,,,£4.70/unit,2.8g,,<0.5g,,,Produced in United Kingdom; Packed in United Kingdom; Produced using British Duck,,unit,1017kJ,,,,2.7g,6.9g,4.2,,,,0.70g,,,https://www.sainsburys.co.uk/shop/gb/groceries/duck--game---venison/sainsburys-duck-legs-430g,,<0.5g,,,,,,,
,9.7g,,,,,,,,,196kcal,,,,,,,2.4g,,,,,,7,,Sainsbury's Duck Breast Fillets 340g,,,26.9g,,7511418,,5.0g,,,,£7.50/unit,<0.5g,,<0.5g,,,Produced in United Kingdom,,unit,821kJ,,,,1.9g,,4.7143,,,,0.29g,,,https://www.sainsburys.co.uk/shop/gb/groceries/duck--game---venison/sainsburys-duck-breast-fillets-340g,,,,,,,<0.5g,,
,12.2g,,,,,,,,,<0.1g),,,,,,,,,,,,,9,,Gressingham Corn Fed Poussin 500g (serves 2),,,24.2g,,7659186,,,,,,£3.50/unit,<0.1g,,<0.5g,,,,,unit,826kJ/207kcal,,,,,,4.2222,,,,0.2g,,,https://www.sainsburys.co.uk/shop/gb/groceries/duck--game---venison/gressingham-corn-fed-poussin-500g,,,,,,,,,
,0.8g,,,,,,,,,0.1g,,,,,,,,,,,,,9,,Holme Farmed Venison Steaks x2 240g,,,23.6g,,6383718,,,,,,£6.50/unit,0.5g,,<0.5g,,,,,unit,438kJ/103kcal,,,,,,3.8889,,,,0.18g,,,https://www.sainsburys.co.uk/shop/gb/groceries/duck--game---venison/holme-farmed-venison-steaks-x2-240g,,,,,,,,,
,8.4g,,,,,,,,,<0.5g,,,,,,,,,,,,,13,,Gressingham Duck Breast Portions 250g,,,24g,,7782404,,,,,,£4.50/unit,<0.5g,,0.6g,,,,,unit,727kJ/173kcal,,,,,,2.9231,,,,0.31g,,,https://www.sainsburys.co.uk/shop/gb/groceries/duck--game---venison/gressingham-duck-breast-portions-250g,,,,,,,,,
,10.4g,,,,,,,,,0.1g,,,,,,,,,,,,,26,,Gressingham Whole Duck 1.2kg (Serves 3-4),,,22.0g,,7535694,,,,,,£8.50/unit,0.3g,,0.5g,,,,,unit,763kJ/183kcal,,,,,,2.6538,,,,0.4g,,,https://www.sainsburys.co.uk/shop/gb/groceries/duck--game---venison/gressingham-whole-duck-125kg,,,,,,,,,
,4.5g,,,,,,,,,3.2g,,,,,,,,,,,,,5,,Gressingham Chinese Duck Pancakes x12 115g,,,6.5g,,7886274,,,,,,£1.10/unit,60g,,2.5g,,,,,unit,1314kJ/311kcal,,,,,,4.2,,,,0.52g,,,https://www.sainsburys.co.uk/shop/gb/groceries/duck--game---venison/gressingham-chinese-duck-pancakes-x12-115g,,,,,,,,,
,0.8g,,,,,,,,,0.1g,,,,,,,,,,,,,3,,Holme Farmed Venison Quick Fry Steaks 200g,,,23.6g,,7640692,,,,,,£5.50/unit,0.5g,,<0.5g,,,,,unit,438kJ/103kcal,,,,,,4.6667,,,,0.18g,,,https://www.sainsburys.co.uk/shop/gb/groceries/duck--game---venison/venison-quick-fry-steaks-200g,,,,,,,,,
,0.8g,,,,,,,,,0.1g,,,,,,,,,,,,,0,,Holme Farmed Diced Venison Steak 300g,,,23.6g,,7745048,,,,,,£4.50/unit,0.5g,,<0.5g,,,,,unit,438kJ/103kcal,,,,,,0.0,,,,0.18g,,,https://www.sainsburys.co.uk/shop/gb/groceries/duck--game---venison/holme-farmed-diced-venison-steak-300g,,,,,,,,,
,3.8g,,,,,,,,,136kcal,,,,,,,2.3g,,,,,,4,,"Sainsbury's Venison Burgers, Taste the Difference x2 340g",,,23.6g,,7854716,,,,,,£3.00/unit,1.7g,,<0.5g,,,"Packed in Scotland, United Kingdom; Produced using Wild Scottish Venison",,unit,574kJ,,,,<0.1g,1.0g,3.25,,,,0.73g,,,https://www.sainsburys.co.uk/shop/gb/groceries/duck--game---venison/sainsburys-venison-burgers--taste-the-difference-340g,,<0.5g,,,,,,,
,16.2g,,,,,,,,,257kcal,,,,,,,4.5g,,,,,,4,,Sainsbury's Slow Cook Duck with Blackberry Sauce 440g (Serves 2),,,23.7g,,7826319,,,,,,£5.00/unit,3.9g,,<0.5g,,,Produced in United Kingdom; Produce of United Kingdom; Produced using Duck from the United Kingdom,,unit,1072kJ,,,,,,3.5,,,,0.63g,,,https://www.sainsburys.co.uk/shop/gb/groceries/duck--game---venison/sainsburys-slow-cook-duck-with-blackberry-sauce-440g,,3.9g,,,,,,,
,17g,,,,,,,,,0.9g,,,,,,,,,,,,,11,,Gressingham Half Aromatic Duck 350g,,,26g,,7886591,,,,,,£6.00/unit,1.3g,,0.6g,,,,,unit,1083kJ/260kcal,,,,,,2.0,,,,1.00g,,,https://www.sainsburys.co.uk/shop/gb/groceries/duck--game---venison/gressingham-half-aromatic-duck-350g,,,,,,,,,
,2.3g,,,,,,,,,<0.5g,,,,,,0.8g,,,,,,,3,,"Sainsbury's Diced Wild Venison, Taste the Difference 300g",,,30.5g,,7158755,,,,,,£4.00/unit,<0.5g,,<0.5g,,0.5g,,,unit,609kJ/144kcal,,,,,,5.0,,,,0.17g,,,https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1153160&urlRequestType=Base&categoryId=312365&catalogId=10123&langId=44,,,,,,,,,
,2.4g,,,,,,,,,101kcal,,,,,,,1.3g,,,,,,6,,Sainsbury's Slow Cook Venison Casserole 530g (Serves 2),,,14.6g,,7878107,,,,,,£7.00/unit,4.8g,,1.0g,,,"Produced in United Kingdom; Produced using British Venison, New Zealand Venison",,unit,428kJ,,,,0.2g,0.9g,4.8333,,,,0.57g,,,https://www.sainsburys.co.uk/shop/gb/groceries/duck--game---venison/sainsburys-slow-cook-venison-casserole-530g,,2.6g,,,,,,,
,15.0g,,,,,,,,,246kcal,,,,,,,4.9g,,,,,,1,,Sainsbury's Whole Duck 2.1kg,,,27.0g,,7938029,,,,,,£2.50/unit,<0.5g,,<0.5g,,,Produced in United Kingdom; Produced using British Duck,,unit,1027kJ,,,,2.8g,6.7g,5.0,,,,0.29g,,,https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1248428&urlRequestType=Base&categoryId=312365&catalogId=10206&langId=44,,<0.5g,,,,,,,
